"id","sortNumber","publicAccess","objectNumber","area","areaTC","category","categoryTC","archivalLevel","archivalLevelTC","title","titleTC","displayDate","displayDateTC","beginDate","endDate","dimension","dimensionTC","dimensionElement","dimensionUnit","dimensionWidth","dimensionHeight","dimensionDepth","medium","mediumTC","creditLine","creditLineTC","constituents","constituentsRole","constituentsRoleTC","images","colorPredominant","color-red","color-gray","color-blue","color-black","color-teal","color-brown","color-orange","color-white","color-green","color-yellow","color-pink","color-purple","ArtistGroupsAndMovementsTitle","ArtistGroupsAndMovementsTitleTC","ArtistGroupsAndMovementsDescription","ArtistGroupsAndMovementsDescriptionTC","ArtistGroupsAndMovementsTimeline","ArtistGroupsAndMovementsBeginDate","ArtistGroupsAndMovementsEndDate","ArtistGroupsAndMovementsDisplayDate","ArtistGroupsAndMovementsPublicAccess"
2711,"2012   180",true,"2012.180","[""Visual Art""]","[""視覺藝術""]","[""Ink Art"",""Painting""]","[""水墨"",""繪畫""]",,,"Untitled","無題","1997","1997",1997,1997,"sheet: 179.3 × 97 cm","紙本︰179.3 × 97 厘米","sheet","cm",97,179.3,,"ink on paper","墨水紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[128]","[""Artist""]","[""藝術家""]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2712,"2012   181",true,"2012.181","[""Visual Art""]","[""視覺藝術""]","[""Ink Art"",""Painting""]","[""水墨"",""繪畫""]",,,"Untitled","無題","2002","2002",2002,2002,"sheet: 180 × 97 cm","紙本︰180 × 97 厘米","sheet","cm",97,180,,"ink on paper","墨水紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[128]","[""Artist""]","[""藝術家""]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2713,"2012  1134",true,"2012.1134","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled (Nr. IV)","無題","2003","2003",2003,2003,"overall: 148.9 × 359.5 cm","整體︰148.9 × 359.5 厘米","overall","cm",359.5,148.9,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[497]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#123E8A"",""value"":29.9},{""color"":""#7383C4"",""value"":29.7},{""color"":""#384D9A"",""value"":19},{""color"":""#C7CAE6"",""value"":17.9}]",0,0,78.6,0,17.9,0,0,0,0,0,0,0,,,,,,,,,
2714,"2012  1135",true,"2012.1135","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled (Nr. VI)","無題","2003","2003",2003,2003,"overall: 149.5 × 359.5 × 2.8 cm","整體︰149.5 × 359.5 × 2.8 厘米","overall","cm",359.5,149.5,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[497]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting a room rendered in grey and red tones with a window in the middle of the top area. The muted and grainy texture gives the appearance of light reflecting off the floor, which occupies three quarters of the canvas from the bottom.""]","[{""color"":""#6C6E77"",""value"":65.5},{""color"":""#B1B1B7"",""value"":10.6},{""color"":""#C4BEBF"",""value"":7.2},{""color"":""#817B80"",""value"":7.1},{""color"":""#C1BDC0"",""value"":3.4},{""color"":""#93898C"",""value"":2.5}]",0,96.3,62.2,0,0,0,0,0,0,0,0,0,,,,,,,,,
2715,"2012   609",true,"2012.609","[""Visual Art""]","[""視覺藝術""]","[""Installation"",""Sculpture""]","[""裝置藝術"",""雕塑""]",,,"Obsessive Memories","迷戀的記憶","2002","2002",2002,2002,"overall (each, average): 17 × 40 × 18 cm","整體 （各，平均）︰17 × 40 × 18 厘米","overall","cm",40,17,18,"porcelain","瓷","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[305]","[""Artist""]","[""藝術家""]","[""Sculpture in porcelain. A woman without arms or a head lies on the ground with her legs crossed; one leg is pointed towards the sky. She wears a cheongsam dress that rides up toward the waist and falls open at the leg slit.""]","[{""color"":""#CFCAC5"",""value"":54.3},{""color"":""#D1D0CB"",""value"":38.9},{""color"":""#99887C"",""value"":3.7}]",7.2,58.1,0,21.8,34.6,6.6,0,38.9,18.1,0.5,0,0,,,,,,,,,
2716,"2012  1216",true,"2012.1216","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Snake","蛇","2003","2003",2003,2003,"overall: 65.5 × 138 × 2 cm","整體︰65.5 × 138 × 2 厘米","overall","cm",138,65.5,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on a horizontally orientated canvas depicting a snake with thin, white stripes viewed from above. The snake's loops and curves give it an 8 shape. Its head is on the viewer's right. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#A8AFB4"",""value"":29.1},{""color"":""#89929A"",""value"":25.9},{""color"":""#303338"",""value"":22},{""color"":""#6E7580"",""value"":15.1},{""color"":""#2E3236"",""value"":5.7}]",0,70.1,0,27.7,0,0,0,0,0,0,0,0,,,,,,,,,
2717,"2012  1217",true,"2012.1217","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Ox","牛","2002","2002",2002,2002,"overall: 187 × 139 × 2 cm","整體︰187 × 139 × 2 厘米","overall","cm",139,187,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting an ox with its head in the centre with its neck on the viewer's right. The ends of its horns point to both sides. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#343338"",""value"":60.5},{""color"":""#747782"",""value"":36.9}]",0,36.9,0,60.5,0,0,0,0,0,0,0,0,,,,,,,,,
2718,"2012  1218",true,"2012.1218","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Pig","豬","2003","2003",2003,2003,"overall: 181 × 138 × 2 cm","整體︰181 × 138 × 2 厘米","overall","cm",138,181,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting the right view of a pig against a brick wall. The pig's snout is on the viewer's right and neck on the left. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#7B7D89"",""value"":72.2},{""color"":""#B6B7BC"",""value"":24.1}]",0,96.3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2719,"2012  1219",true,"2012.1219","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Tiger","虎","2003","2003",2003,2003,"overall: 139 × 204.5 × 2 cm","整體︰139 × 204.5 × 2 厘米","overall","cm",204.5,139,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting the left view of a tiger. The tiger's head is in the centre and its neck on the viewer's right. The stripes on its face are pronounced and appear blurry on the neck. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#36363C"",""value"":54.2},{""color"":""#656875"",""value"":33.7},{""color"":""#B7B9C0"",""value"":11.1}]",0,44.8,0,54.2,0,0,0,0,0,0,0,0,,,,,,,,,
2720,"2012  1220",true,"2012.1220","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Monkey","猴","2003","2003",2003,2003,"overall: 138 × 176 × 2 cm","整體︰138 × 176 × 2 厘米","overall","cm",176,138,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting an ape in the centre with its head towards the viewer's right. It appears to run or land on its four limbs, against a background featuring darker tones near the bottom and left. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#33353A"",""value"":32.8},{""color"":""#676D75"",""value"":20.2},{""color"":""#BABEBF"",""value"":18.4},{""color"":""#80878D"",""value"":10.2},{""color"":""#CDD0CF"",""value"":7.1},{""color"":""#303335"",""value"":5.1},{""color"":""#DEDFDB"",""value"":4.7}]",0,48.8,0,37.9,0,0,0,11.8,0,0,0,0,,,,,,,,,
2721,"2012  1221",true,"2012.1221","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Rooster","雞","2003","2003",2003,2003,"overall: 169 × 138 × 2 cm","整體︰169 × 138 × 2 厘米","overall","cm",138,169,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting the left view of a rooster standing with its head turned to the front, on the viewer's left. Its tail, on the right, features dark feathers. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#B7B8BE"",""value"":49.8},{""color"":""#313036"",""value"":24.2},{""color"":""#767984"",""value"":21.3}]",0,71.1,0,24.2,0,0,0,3.2,0,0,0,0,,,,,,,,,
2722,"2012  1222",true,"2012.1222","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Sheep","羊","2003","2003",2003,2003,"overall: 138 × 136 × 2 cm","整體︰138 × 136 × 2 厘米","overall","cm",136,138,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting the left view of a sheep with its head on the viewer's left and its rump on the right. Its curved horns point downwards, and its head, neck, belly, and legs are in dark shades. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#B4B6BD"",""value"":57},{""color"":""#7D808B"",""value"":29.2},{""color"":""#3D3E46"",""value"":9.6}]",0,86.2,0,9.6,0,0,0,0,0,0,0,0,,,,,,,,,
2723,"2012  1223",true,"2012.1223","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Horse","馬","2003","2003",2003,2003,"overall: 138 × 140 × 2 cm","整體︰138 × 140 × 2 厘米","overall","cm",140,138,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting the left view of a horse with its head on the viewer's left and its tail on the right. Its crest tilts slightly downwards. Rendered mostly in grey tones with very pale highlights on the horse's back, the painting resembles a posterised photograph.""]","[{""color"":""#737683"",""value"":61.8},{""color"":""#3A3940"",""value"":25.7},{""color"":""#B8BAC1"",""value"":11.8}]",0,73.6,0,25.7,0,0,0,3.1,0,0,0,0,,,,,,,,,
2724,"2012  1224",true,"2012.1224","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Rabbit","兔","2003","2003",2003,2003,"overall: 196 × 138 × 2 cm","整體︰196 × 138 × 2 厘米","overall","cm",138,196,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting a rabbit facing the viewer with its forelegs in the foreground and ears pointed upwards. The upper half features concentric irregular ellipses on both sides. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#BABCC1"",""value"":57},{""color"":""#7C7F8B"",""value"":22.7},{""color"":""#3A393F"",""value"":17}]",0,79.7,0,17,0,0,0,0,0,0,0,0,,,,,,,,,
2725,"2012  1225",true,"2012.1225","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Dog","狗","2003","2003",2003,2003,"overall: 138 × 206 × 2 cm","整體︰138 × 206 × 2 厘米","overall","cm",206,138,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting the right view of a German shepherd on all fours with its head turned towards the front. Its U-shaped tail is in the left half. Dark fur covers a large part of its body. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#7B7D87"",""value"":42.6},{""color"":""#333339"",""value"":29},{""color"":""#B1B2B6"",""value"":22.4},{""color"":""#BFBEBD"",""value"":2.7}]",0,67.6,0,29,0,0,0,0,0,0,0,0,,,,,,,,,
2726,"2012  1226",true,"2012.1226","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Mouse","鼠","2003","2003",2003,2003,"overall: 138 × 176.7 × 2 cm","整體︰138 × 176.7 × 2 厘米","overall","cm",176.7,138,2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[520]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting a rat with its head close to the ground on the viewer's right. Its compact body forms a hill-like shape. The tip of its tail is cut off by the left edge. Rendered in grey tones, the painting resembles a posterised photograph.""]","[{""color"":""#6F717D"",""value"":61},{""color"":""#B8B9BF"",""value"":34.2}]",0,95.3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2727,"2012  1239",true,"2012.1239","[""Visual Art""]","[""視覺藝術""]","[""Installation""]","[""裝置藝術""]",,,"Inflated Horse","馬","2000","2000",2000,2000,"overall: 180 × 280 × 200 cm","整體︰180 × 280 × 200 厘米","overall","cm",280,180,200,"animal skin, helium and polyester","獸皮，氦氣及聚酯纖維","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[526]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#FEFDFD"",""value"":24.1},{""color"":""#DBDCE2"",""value"":16.5},{""color"":""#8D6B33"",""value"":12.9},{""color"":""#84551A"",""value"":8.3},{""color"":""#783E14"",""value"":7.6},{""color"":""#BF9554"",""value"":6.9},{""color"":""#2A1510"",""value"":6.8},{""color"":""#3D170B"",""value"":3.7},{""color"":""#E4E1E4"",""value"":1.7},{""color"":""#744525"",""value"":1.7},{""color"":""#D5DBDE"",""value"":1.6},{""color"":""#F9F9F4"",""value"":0.9},{""color"":""#868D90"",""value"":0.9},{""color"":""#787972"",""value"":0.8},{""color"":""#9B9B9F"",""value"":0.7}]",10.4,2.4,0,0,0,30.5,6.9,44.8,0,0,0,0,,,,,,,,,
2728,"2012   478",true,"2012.478","[""Visual Art""]","[""視覺藝術""]","[""Sculpture""]","[""雕塑""]",,,"Bottle of Mineral Water","礦泉水瓶","2003","2003",2003,2003,"overall: 25 × 7 × 7 cm","整體︰25 × 7 × 7 厘米","overall","cm",7,25,7,"porcelain","瓷","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[229]","[""Artist""]","[""藝術家""]","[]","null",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2729,"2012  1160",true,"2012.1160","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled","無題","2003","2003",2003,2003,"sheet: 168 × 106 cm; image: 160 × 100 cm","紙本︰168 × 106 厘米; 圖像︰160 × 100 厘米","sheet","cm",106,168,,"acrylic on silk","塑膠彩絹本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[504]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#8F827F"",""value"":54.6},{""color"":""#8B8D93"",""value"":13.1},{""color"":""#8C9295"",""value"":12},{""color"":""#A4A9B2"",""value"":7.3},{""color"":""#8E918F"",""value"":4.5},{""color"":""#989895"",""value"":4.1}]",0,95.6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2730,"2012  1161",true,"2012.1161","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled","無題","2003","2003",2003,2003,"overall: 158.4 × 100.5 cm","整體︰158.4 × 100.5 厘米","overall","cm",100.5,158.4,,"acrylic on silk","塑膠彩絹本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[504]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#CEC5BC"",""value"":97.2}]",0,97.2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2731,"2012   682",true,"2012.682","[""Visual Art""]","[""視覺藝術""]","[""Sculpture""]","[""雕塑""]",,,"A Grain of Sand","一粒沙","2003","2003",2003,2003,"overall: 1.4 × 1.6 × 0.1 cm","整體︰1.4 × 1.6 × 0.1 厘米","overall","cm",1.6,1.4,0.1,"engraved sand","刻字沙礫","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[321]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#D2CFCA"",""value"":79.8},{""color"":""#7A502C"",""value"":9.5},{""color"":""#D8D7D2"",""value"":5.2},{""color"":""#413F40"",""value"":1.4}]",0,1.4,0,1.4,0,9.5,0,85,6.3,0,0,0,,,,,,,,,
2732,"2012   213",true,"2012.213","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Street: Haizhu Square","街景：海珠廣場","1999","1999",1999,1999,"sheet: 60.7 × 94.3 cm","紙本︰60.7 × 94.3 厘米","sheet","cm",94.3,60.7,,"chromogenic print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[137]","[""Artist""]","[""藝術家""]","[""Photograph within a photograph. A hand holds a long photo of a bustling urban streetscape in front of an actual urban streetscape, making them appear integrated.""]","[{""color"":""#C7CFD1"",""value"":16.1},{""color"":""#1B1F1F"",""value"":12.4},{""color"":""#CBCFCD"",""value"":6.8},{""color"":""#223222"",""value"":6.7},{""color"":""#222227"",""value"":6.2},{""color"":""#D1D1CD"",""value"":5.2},{""color"":""#8E8F85"",""value"":4.1},{""color"":""#1C202B"",""value"":4},{""color"":""#CAC4BE"",""value"":3.8},{""color"":""#828A84"",""value"":3.7},{""color"":""#192327"",""value"":3.7},{""color"":""#747F82"",""value"":3.7},{""color"":""#8A827B"",""value"":3.7},{""color"":""#1A2622"",""value"":3.2},{""color"":""#6C6E78"",""value"":2.3},{""color"":""#363331"",""value"":1.7},{""color"":""#86553B"",""value"":1.6},{""color"":""#37201F"",""value"":1.2},{""color"":""#456676"",""value"":1},{""color"":""#C0A172"",""value"":0.9},{""color"":""#B88B6E"",""value"":0.7},{""color"":""#7E4143"",""value"":0.7},{""color"":""#40506F"",""value"":0.6},{""color"":""#4B6941"",""value"":0.5},{""color"":""#8A7656"",""value"":0.5}]",2,21.3,0.6,31.2,1,2.1,1.6,28.1,7.3,0.6,0,0,,,,,,,,,
2733,"2012   214",true,"2012.214","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Street: Tianhebeilu","街景：天河北路","1999","1999",1999,1999,"sheet: 60.8 × 94.7 cm","紙本︰60.8 × 94.7 厘米","sheet","cm",94.7,60.8,,"chromogenic print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[137]","[""Artist""]","[""藝術家""]","[""Photograph within a photograph. Two hands hold a long photo of a bustling urban streetscape in front of an actual urban streetscape.""]","[{""color"":""#AFBBC3"",""value"":18.3},{""color"":""#B8BFCA"",""value"":14},{""color"":""#1C1F2E"",""value"":8.6},{""color"":""#C3BEBA"",""value"":8},{""color"":""#7B898F"",""value"":5.2},{""color"":""#4C6F85"",""value"":4.2},{""color"":""#312F36"",""value"":3.7},{""color"":""#445879"",""value"":3.7},{""color"":""#71727F"",""value"":3.2},{""color"":""#7CA0B8"",""value"":2.5},{""color"":""#867A77"",""value"":2.4},{""color"":""#BEBFB9"",""value"":1.6},{""color"":""#BABFBC"",""value"":1.6},{""color"":""#2D2032"",""value"":1.6},{""color"":""#7D8881"",""value"":1.5},{""color"":""#3D2225"",""value"":1.4},{""color"":""#2E3534"",""value"":1.4},{""color"":""#3A2435"",""value"":1.3},{""color"":""#24343E"",""value"":1.2},{""color"":""#3C3736"",""value"":1.2},{""color"":""#744046"",""value"":1.1},{""color"":""#0C3278"",""value"":0.9},{""color"":""#2A3C28"",""value"":0.9},{""color"":""#C0BCBF"",""value"":0.8},{""color"":""#776B75"",""value"":0.8},{""color"":""#C49574"",""value"":0.7},{""color"":""#C1A275"",""value"":0.7},{""color"":""#898A7F"",""value"":0.6},{""color"":""#0E5188"",""value"":0.5},{""color"":""#78081D"",""value"":0.5}]",3.1,57.9,5.1,16.1,6.7,0,1.4,0,0.9,0,0,2.9,,,,,,,,,
2734,"2012   215",true,"2012.215","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Street: Labour Union","街景：總工會","1999","1999",1999,1999,"sheet: 60.8 × 94.2 cm","紙本︰60.8 × 94.2 厘米","sheet","cm",94.2,60.8,,"chromogenic print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[137]","[""Artist""]","[""藝術家""]","[""Photograph of a pair of hands holding up a diorama of a street scene consisting of photographic cut-outs. The diorama is photographed with an actual street in the background.""]","[{""color"":""#151418"",""value"":37.5},{""color"":""#161721"",""value"":14.1},{""color"":""#C2ACAF"",""value"":7.1},{""color"":""#C0C6C9"",""value"":5.6},{""color"":""#B2B5BE"",""value"":4},{""color"":""#1B1E1E"",""value"":3.5},{""color"":""#6E6E7D"",""value"":2.8},{""color"":""#302D2B"",""value"":1.8},{""color"":""#371F22"",""value"":1.7},{""color"":""#7F4A50"",""value"":1.7},{""color"":""#C7CAC8"",""value"":1.5},{""color"":""#8A7B79"",""value"":1.5},{""color"":""#19141C"",""value"":1.3},{""color"":""#4A5777"",""value"":1.2},{""color"":""#037694"",""value"":0.9},{""color"":""#C4C5BF"",""value"":0.9},{""color"":""#8C604D"",""value"":0.8},{""color"":""#273625"",""value"":0.8},{""color"":""#B88C73"",""value"":0.8},{""color"":""#1B272E"",""value"":0.8},{""color"":""#01869F"",""value"":0.7},{""color"":""#BE9C65"",""value"":0.7},{""color"":""#657441"",""value"":0.7},{""color"":""#4A6D82"",""value"":0.7},{""color"":""#81717E"",""value"":0.7},{""color"":""#30202B"",""value"":0.6},{""color"":""#78858A"",""value"":0.6},{""color"":""#837052"",""value"":0.5}]",3.4,24.6,1.2,59.6,2.3,2,1.5,0,0.8,0,0,0,,,,,,,,,
2735,"2012   216",true,"2012.216","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Street: The China World Trade Center","街景：國際貿易中心","1998","1998",1998,1998,"sheet: 60.7 × 94 cm","紙本︰60.7 × 94 厘米","sheet","cm",94,60.7,,"chromogenic print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[137]","[""Artist""]","[""藝術家""]","[""Photograph of a diorama of a street scene consisting of photographic cut-outs of people, vehicles, and signs. The diorama is photographed with an actual street in the background.""]","[{""color"":""#B7C3C8"",""value"":26.3},{""color"":""#1A202D"",""value"":9.6},{""color"":""#191D1C"",""value"":5.9},{""color"":""#222126"",""value"":5.1},{""color"":""#5A7B8C"",""value"":4.9},{""color"":""#243321"",""value"":4.6},{""color"":""#788C92"",""value"":3.9},{""color"":""#18242A"",""value"":3.6},{""color"":""#C5CBC7"",""value"":3.4},{""color"":""#435370"",""value"":3},{""color"":""#CBCCC6"",""value"":3},{""color"":""#7B9FB0"",""value"":2.5},{""color"":""#5D7135"",""value"":2.1},{""color"":""#141F1C"",""value"":2},{""color"":""#381F21"",""value"":1.7},{""color"":""#2C2928"",""value"":1.6},{""color"":""#6F7281"",""value"":1.5},{""color"":""#333D1F"",""value"":1.4},{""color"":""#837871"",""value"":1.2},{""color"":""#76857B"",""value"":1.2},{""color"":""#4A653B"",""value"":1.1},{""color"":""#C7C2BB"",""value"":1},{""color"":""#04173C"",""value"":0.9},{""color"":""#A7AEBB"",""value"":0.7},{""color"":""#BDA06B"",""value"":0.6},{""color"":""#878A7A"",""value"":0.6},{""color"":""#714348"",""value"":0.6},{""color"":""#7C8438"",""value"":0.5}]",2.3,39.9,3.9,27.9,7.4,1.9,0.6,3,7.8,0,0,0,,,,,,,,,
2736,"2012   217",true,"2012.217","[""Visual Art""]","[""視覺藝術""]","[""Sculpture""]","[""雕塑""]",,,"Homescape","家景","2002","2002",2002,2002,"dimensions variable","尺寸可變",,,,,,"photograph cutouts and wooden box","照片剪紙及木盒","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[137]","[""Artist""]","[""藝術家""]","[""Sculpture of photograph cutouts and wooden boxes forming miniature dioramas of households. On our left, white box shelves display a grid of nine dioramas. A diorama on a single box shelf features on our right. The households consist of people, furniture, and appliances, including several with strange proportions.""]","[{""color"":""#8E877F"",""value"":28.4},{""color"":""#DBC48C"",""value"":13.9},{""color"":""#B1B7BA"",""value"":12.9},{""color"":""#909094"",""value"":11.5},{""color"":""#74634C"",""value"":11.4},{""color"":""#A3A29D"",""value"":5},{""color"":""#9A9FA2"",""value"":4.6},{""color"":""#B0B1B5"",""value"":2.6},{""color"":""#BAB3A7"",""value"":2.5},{""color"":""#B4B8B5"",""value"":1.6},{""color"":""#B2B2AB"",""value"":1.6}]",0,70.8,0,2.3,0,11.4,13.9,66.5,0,0,0,0,,,,,,,,,
2737,"2012   603",true,"2012.603","[""Visual Art""]","[""視覺藝術""]","[""Work on Paper""]","[""紙本作品""]",,,"Weed Collection","野草集","2004","2004",2004,2004,"each: 21 × 28.5 cm","各︰21 × 28.5 厘米","each","cm",28.5,21,,"head hair, pubic hair and copperplate paper","頭髮，陰毛及銅版紙","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[299]","[""Artist""]","[""藝術家""]","[""Copperplate paper with small individual head hairs and pubic hairs arranged in two sets of eight strands. Each set looks like an eight-armed starfish.""]","[{""color"":""#CBCECF"",""value"":64.4},{""color"":""#CDCED1"",""value"":27.1},{""color"":""#C8CBC9"",""value"":6.4}]",0,6.4,0,0,0,0,0,91.5,0,0,0,0,,,,,,,,,
2739,"2012   104",true,"2012.104","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Gift","禮物","2003","2003",2003,2003,"each: 27.5 × 22 × 2.5 cm","各︰27.5 × 22 × 2.5 厘米","each","cm",22,27.5,2.5,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[125]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting two fingers or toes with nails painted a glossy red. The digit on the right is significantly larger. They are framed by a pink rectangular border.""]","[{""color"":""#D3BFB8"",""value"":57},{""color"":""#D9B78A"",""value"":12.8},{""color"":""#D47F62"",""value"":12.6},{""color"":""#C16667"",""value"":6.5},{""color"":""#C14220"",""value"":6.3}]",25.5,57,0,2.6,0,0,12.8,44,0,1.2,0,0,,,,,,,,,
