"id","publicAccess","name","nameTC","alphaSortName","alphaSortNameTC","type","roles","displayBio","displayBioTC","gender","genderTC","beginDate","endDate","nationality","nationalityTC"
486,true,"Wu Yunhua","吳雲華","Wu, Yunhua","吳, 雲華","Individual","[""Artist""]","Chinese, born 1944","中國籍，生於1944年","Male","男性",1944,,"Chinese","中國籍"
487,true,"Francis Wu","吳章建","Wu, Francis","吳章建","Individual","[""Artist"",""藝術家""]","Hong Kong, born China. 1911–1989","香港，生於中國，1911–1989年","Male","男性",1911,1989,"Hong Kong","香港"
489,true,"Xia Xiaowen","夏小萬","Xia, Xiaowen","夏, 小萬","Individual","[""Artist""]","Chinese, born 1959","中國籍，生於1959年","Male","男性",1959,,"Chinese","中國籍"
490,true,"Xiang Jing","向京","Xiang, Jing","向, 京","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Female","女性",1968,,"Chinese","中國籍"
491,true,"Xiang Liqing","向利慶","Xiang, Liqing","向, 利慶","Individual","[""Artist""]","Chinese, born 1973","中國籍，生於1973年","Male","男性",1973,,"Chinese","中國籍"
493,true,"Xiao Tianyu","肖天宇","Xiao, Tianyu","肖天宇","Individual","[""Designer"",""設計師""]","Chinese, born 1987","中國籍，生於1987年","Male","男性",1987,,"Chinese","中國籍"
497,true,"Xie Nanxing","謝南星","Xie, Nanxing","謝, 南星","Individual","[""Artist""]","Chinese, born 1970","中國籍，生於1970年","Male","男性",1970,,"Chinese","中國籍"
498,true,"Xie Qi","謝其","Xie, Qi","謝, 其","Individual","[""Artist""]","Chinese, born 1974","中國籍，生於1974年","Female","女性",1974,,"Chinese","中國籍"
499,true,"Xin Yunpeng","辛雲鵬","Xin, Yunpeng","辛, 雲鵬","Individual","[""Artist"",""藝術家""]","Chinese, born 1982","中國籍，生於1982年","Male","男性",1982,,"Chinese","中國籍"
500,true,"Xing Danwen","邢丹文","Xing, Danwen","邢, 丹文","Individual","[""Artist""]","Chinese, born 1967","中國籍，生於1967年","Female","女性",1967,,"Chinese","中國籍"
502,true,"Xu Hong","徐弘","Xu, Hong","徐, 弘","Individual","[""Artist""]","Chinese, born 1957","中國籍，生於1957年","Male","男性",1957,,"Chinese","中國籍"
503,true,"Xu Hongming","徐紅明","Xu, Hongming","徐, 紅明","Individual","[""Artist""]","Chinese, born 1971","中國籍，生於1971年","Male","男性",1971,,"Chinese","中國籍"
504,true,"Xu Hualing","徐華翎","Xu, Hualing","徐, 華翎","Individual","[""Artist""]","Chinese, born 1975","中國籍，生於1975年","Female","女性",1975,,"Chinese","中國籍"
506,true,"Xu Peiwu","許培武","Xu, Peiwu","許, 培武","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
507,true,"Xu Qin","徐勤","Xu, Qin","徐, 勤","Individual","[""Artist""]","Chinese, born 1985","中國籍，生於1985年","Male","男性",1985,,"Chinese","中國籍"
509,true,"Xu Ruotao","徐若濤","Xu, Ruotao","徐, 若濤","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
510,true,"Xu Tan","徐坦","Xu, Tan","徐坦","Individual","[""Artist"",""藝術家""]","Chinese, born 1957","中國籍，生於1957年","Male","男性",1957,,"Chinese","中國籍"
511,true,"Xu Wentao","徐文濤","Xu, Wentao","徐, 文濤","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
512,true,"Xu Xiaoguo","徐小國","Xu, Xiaoguo","徐, 小國","Individual","[""Artist""]","Chinese, born 1977","中國籍，生於1977年","Male","男性",1977,,"Chinese","中國籍"
513,true,"Xu Yihui","徐一暉","Xu, Yihui","徐, 一暉","Individual","[""Artist""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
514,true,"Xu Zhen","徐震","Xu, Zhen","徐, 震","Individual","[""Artist"",""藝術家""]","Chinese, born 1977","中國籍，生於1977年","Male","男性",1977,,"Chinese","中國籍"
515,true,"Xu Zhongmin","許仲敏","Xu, Zhongmin","許, 仲敏","Individual","[""Artist""]","Chinese, born 1961","中國籍，生於1961年","Male","男性",1961,,"Chinese","中國籍"
516,true,"Xue Feng","薛峰","Xue, Feng","薛, 峰","Individual","[""Artist""]","Chinese, born 1973","中國籍，生於1973年","Male","男性",1973,,"Chinese","中國籍"
517,true,"Xue Song","薛松","Xue, Song","薛, 松","Individual","[""Artist""]","Chinese, born 1965","中國籍，生於1965年","Male","男性",1965,,"Chinese","中國籍"
518,true,"Xue Zijiang","薛子江","Xue Zijiang","薛子江","Individual","[""Artist"",""藝術家""]","香港，生於中國，1910–1962年","香港，生於中國，1910–1962年","Male","男性",,,,
519,true,"Iwao Yamawaki","山脇巌","Yamawaki, Iwao","山脇巌","Individual","[""Artist""]","Japanese, 1898–1987","日本籍，1898–1987年","Male","男性",1898,1987,"Japanese","日本籍"
520,true,"Yan Lei","顏磊","Yan, Lei","顏磊","Individual","[""Artist"",""藝術家""]","Chinese, born 1964","中國籍，生於1965年","Male","男性",1965,,"Chinese","中國籍"
521,true,"Yan Xing","鄢醒","Yan, Xing","鄢醒","Individual","[""Artist"",""藝術家""]","Chinese, born 1986","中國籍，生於1986年","Male","男性",1986,,"Chinese","中國籍"
522,true,"Changjiang Yan","顔長江","Yan, Changjiang","顔, 長江","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
523,true,"Yang Fudong","楊福東","Yang, Fudong","楊, 福東","Individual","[""Artist"",""藝術家""]","Chinese, born 1971","中國籍，生於1971年","Male","男性",1971,,"Chinese","中國籍"
524,true,"Haegue Yang","梁慧圭","Yang, Haegue","梁慧圭","Individual","[""Artist"",""藝術家""]","Korean, born 1971","韓國籍，生於1971年","Male","男性",1971,,"South Korean","南韓籍"
525,true,"Yang Jiechang","楊詰蒼","Yang, Jiechang","楊詰蒼","Individual","[""Artist"",""藝術家""]","German, born China, 1956","德國籍，1956年生於中國","Male","男性",1956,,"Chinese","中國籍"
526,true,"Yang Maoyuan","楊茂源","Yang, Maoyuan","楊, 茂源","Individual","[""Artist"",""藝術家""]","Chinese, born 1966","中國籍，生於1966年","Male","男性",1966,,"Chinese","中國籍"
528,true,"Yang Mian","楊冕","Yang, Mian","楊, 冕","Individual","[""Artist""]","Chinese, born 1970","中國籍，生於1970年","Male","男性",1970,,"Chinese","中國籍"
529,true,"Yang Na","楊納","Yang, Na","楊, 納","Individual","[""Artist""]","Chinese, born 1982","中國籍，生於1982年","Female","女性",1982,,"Chinese","中國籍"
530,true,"Yan Pei-Ming","嚴培明","Yan, Pei-Ming","嚴, 培明","Individual","[""Artist""]","Chinese, born 1960","中國籍，生於1960年","Male","男性",1960,,"Chinese","中國籍"
531,true,"Yang Qian","楊千","Yang, Qian","楊, 千","Individual","[""Artist""]","Chinese, born 1959","中國籍，生於1959年","Male","男性",1959,,"Chinese","中國籍"
532,true,"Yang Shaobin","楊少斌","Yang, Shaobin","楊, 少斌","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
535,true,"Yang Xinguang","楊心廣","Yang, Xinguang","楊, 心廣","Individual","[""Artist"",""藝術家""]","Chinese, born 1980","中國籍，生於1980年","Male","男性",1980,,"Chinese","中國籍"
537,true,"Yang Yongliang","楊泳梁","Yang, Yongliang","楊, 泳梁","Individual","[""Artist""]","Chinese, born 1980","中國籍，生於1980年","Male","男性",1980,,"Chinese","中國籍"
538,true,"Yang Zhenzhong","楊振中","Yang, Zhenzhong","楊, 振中","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
539,true,"Yang Zhichao","楊志超","Yang, Zhichao","楊, 志超","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
541,true,"Ye Yongqing","葉永青","Ye, Yongqing","葉, 永青","Individual","[""Artist""]","Chinese, born 1958","中國籍，生於1958年","Male","男性",1958,,"Chinese","中國籍"
543,true,"Rocco Yim","嚴迅奇","Yim, Rocco","嚴, 迅奇","Individual","[""Architect"",""Archive Creator"",""建檔者"",""建築師""]","Hong Kong, born 1952","香港，生於1952年","Male","男性",1952,,"Hong Kong","香港"
545,true,"Yin Xiuzhen","尹秀珍","Yin, Xiuzhen","尹, 秀珍","Individual","[""Artist"",""藝術家""]","Chinese, born 1963","中國籍，生於1963年","Female","女性",1963,,"Chinese","中國籍"
546,true,"Yin Yanhua","尹雁華","Yin, Yanhua","尹, 雁華","Individual","[""Artist""]","Chinese, born 1980","中國籍，生於1980年","Male","男性",1980,,"Chinese","中國籍"
547,true,"Yin Zhaoyang","尹朝陽","Yin, Zhaoyang","尹, 朝陽","Individual","[""Artist""]","Chinese, born 1970","中國籍，生於1970年","Male","男性",1970,,"Chinese","中國籍"
551,true,"John Young","楊子榮","Young, John","楊子榮","Individual","[""Artist"",""藝術家""]","Australian, born Hong Kong, 1956","澳洲籍，1956年生於香港","Male","男性",1956,,"Australian","澳洲籍"
552,true,"Michael Young","邁克爾‧揚","Young, Michael","邁克爾‧揚","Individual","[""Designer"",""設計師""]","British, born 1966","英國籍，生於1966年","Male","男性",1966,,"British","英國籍"
553,true,"Yu Bogong","于伯公","Yu, Bogong","于, 伯公","Individual","[""Artist"",""藝術家""]","Chinese, born 1970","中國籍，生於1970年","Male","男性",1970,,"Chinese","中國籍"
554,true,"Yu Fan","於凡","Yu, Fan","於, 凡","Individual","[""Artist""]","Chinese, born 1966","中國籍，生於1966年","Male","男性",1966,,"Chinese","中國籍"
556,true,"Yu Hong","喻紅","Yu, Hong","喻, 紅","Individual","[""Artist""]","Chinese, born 1966","中國籍，生於1966年","Female","女性",1966,,"Chinese","中國籍"
557,true,"Yu Ji","餘極","Yu, Ji","餘, 極","Individual","[""Artist""]","Chinese, born 1965","中國籍，生於1965年","Male","男性",1965,,"Chinese","中國籍"
559,true,"Yu Youhan","余友涵","Yu, Youhan","余友涵","Individual","[""Artist""]","Chinese, born 1943","中國籍，生於1943年","Male","男性",1943,,"Chinese","中國籍"
560,true,"Yuan Jai","袁旃","Yuan, Jai","Yuan, Jai","Individual","[""Artist""]","Taiwanese, born China, 1941","台灣籍，生於1941年","Female","女性",1941,,"Taiwanese","台灣籍"
561,true,"Yuan Xiao Fang","袁曉舫","Yuan, Xiao Fang","袁, 曉舫","Individual","[""Artist""]","Chinese, born 1961","中國籍，生於1961年","Female","女性",1961,,"Chinese","中國籍"
565,true,"Yue Minjun","岳敏君","Yue, Minjun","岳敏君","Individual","[""Artist""]","Chinese, born 1962","中國籍，生於1962年","Male","男性",1962,,"Chinese","中國籍"
567,true,"Zeng Fanzhi","曾梵志","Zeng, Fanzhi","曾, 梵志","Individual","[""Artist""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
568,true,"Zeng Han","曾翰","Zeng, Han","曾, 翰","Individual","[""Artist""]","Chinese, born 1974","中國籍，生於1974年","Male","男性",1974,,"Chinese","中國籍"
570,true,"Zhan Rui","詹蕤","Zhan, Rui","詹, 蕤","Individual","[""Artist""]","Chinese, born 1980","中國籍，生於1980年","Male","男性",1980,,"Chinese","中國籍"
571,true,"Zhan Wang","展望","Zhan, Wang","展, 望","Individual","[""Artist""]","Chinese, born 1962","中國籍，生於1962年","Male","男性",1962,,"Chinese","中國籍"
573,true,"Zhang Bin","張瀕","Zhang, Bin","張, 瀕","Individual","[""Artist""]","Chinese, born 1974","中國籍，生於1974年","Male","男性",1974,,"Chinese","中國籍"
574,true,"Zhang Fan","張帆","Zhang, Fan","張, 帆","Individual","[""Artist""]","Chinese, born 1975","中國籍，生於1975年","Male","男性",1975,,"Chinese","中國籍"
575,true,"Zhang Fazhi","張發志","Zhang, Fazhi","張, 發志","Individual","[""Artist""]","Chinese, born 1976","中國籍，生於1976年","Male","男性",1976,,"Chinese","中國籍"
576,true,"Zhang Hongzan","張洪贊","Zhang, Hongzan","張, 洪贊","Individual","[""Artist""]","Chinese, born 1944","中國籍，生於1944年","Male","男性",1944,,"Chinese","中國籍"
577,true,"Zhang Huan","張洹","Zhang, Huan","張洹","Individual","[""Artist""]","Chinese, born 1965","中國籍，生於1965年","Male","男性",1965,,"Chinese","中國籍"
578,true,"Zhang Jian-Jun","張健君","Zhang, Jianjun","張, 健君","Individual","[""Artist""]","Chinese, born 1955","中國籍，生於1955年","Male","男性",1955,,"Chinese","中國籍"
581,true,"Zhang Lei","張雷","Zhang, Lei","張雷","Individual","[""Designer"",""Artist""]","Chinese, born 1964","中國籍，生於1964年","Male","男性",1964,,"Chinese","中國籍"
582,true,"Zhang Liyu","張利語","Zhang, Liyu","張, 利語","Individual","[""Artist""]","Chinese, born 1965","中國籍，生於1965年","Male","男性",1965,,"Chinese","中國籍"
583,true,"Zhang O","張鷗","Zhang, O","張, 鷗","Individual","[""Artist""]","Chinese, born 1976","中國籍，生於1976年","Female","女性",1976,,"Chinese","中國籍"
584,true,"Zhang Peili","張培力","Zhang, Peili","張, 培力","Individual","[""Artist"",""藝術家""]","Chinese, born 1957","中國籍，生於1957年","Male","男性",1957,,"Chinese","中國籍"
586,true,"Zhang Qikai","張奇開","Zhang, Qikai","張, 奇開","Individual","[""Artist""]","Chinese, born 1950","中國籍，生於1950年","Male","男性",1950,,"Chinese","中國籍"
588,true,"Zhang Wei","張偉","Zhang, Wei","張偉","Individual","[""Artist""]","Chinese, born 1952","中國籍，生於1952年","Male","男性",1952,,"Chinese","中國籍"
590,true,"Zhang Xiaogang","張曉剛","Zhang, Xiaogang","張, 曉剛","Individual","[""Artist""]","Chinese, born 1958","中國籍，生於1958年","Male","男性",1958,,"Chinese","中國籍"
591,true,"Zhang Xiaotao","張小濤","Zhang, Xiaotao","張, 小濤","Individual","[""Artist""]","Chinese, born 1970","中國籍，生於1970年","Male","男性",1970,,"Chinese","中國籍"
594,true,"Zhao Bandi","趙半狄","Zhao, Bandi","趙, 半狄","Individual","[""Artist""]","Chinese, born 1966","中國籍，生於1966年","Male","男性",1966,,"Chinese","中國籍"
597,true,"Zhao Nenzhi","趙能智","Zhao, Nenzhi","趙, 能智","Individual","[""Artist""]","Chinese, born 1968","中國籍，生於1968年","Male","男性",1968,,"Chinese","中國籍"
601,true,"Zhao Zhao","趙趙","Zhao, Zhao","趙, 趙","Individual","[""Artist"",""藝術家""]","Chinese, born 1982","中國籍，生於1982年","Male","男性",1982,,"Chinese","中國籍"
603,true,"Zheng Guogu","鄭國谷","Zheng, Guogu","鄭國谷","Individual","[""Artist""]","Chinese, born 1970","中國籍，生於1970年","Male","男性",1970,,"Chinese","中國籍"
607,true,"Zhou Tao","周滔","Zhou, Tao","周, 滔","Individual","[""Artist""]","Chinese, born 1976","中國籍，生於1976年","Male","男性",1976,,"Chinese","中國籍"
608,true,"Zhou Tiehai","周鐵海‎","Zhou, Tiehai","周, 鐵海‎","Individual","[""Artist""]","Chinese, born 1966","中國籍，生於1966年","Male","男性",1966,,"Chinese","中國籍"
609,true,"Zhou Xiaohu","周嘯虎","Zhou, Xiaohu","周, 嘯虎","Individual","[""Artist"",""藝術家""]","Chinese, born 1960","中國籍，生於1960年","Male","男性",1960,,"Chinese","中國籍"
610,true,"Zhou Yilun","周軼倫","Zhou, Yilun","周, 軼倫","Individual","[""Artist""]","Chinese, born 1983","中國籍，生於1983年","Male","男性",1983,,"Chinese","中國籍"
612,true,"Zhu Fadong","朱發東","Zhu, Fadong","朱, 發東","Individual","[""Artist""]","Chinese, born 1960","中國籍，生於1960年","Male","男性",1960,,"Chinese","中國籍"
613,true,"Zhu Jia","朱加","Zhu, Jia","朱加","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
615,true,"Zhu Wei","朱偉","Zhu, Wei","朱, 偉","Individual","[""Artist""]","Chinese, born 1966","中國籍，生於1966年","Male","男性",1966,,"Chinese","中國籍"
616,true,"Zhu Weibing","Zhu Weibing","Zhu, Weibing","Zhu, Weibing","Individual","[""Artist""]","Chinese, born 1971","中國籍，生於1971年","Female","女性",1971,,"Chinese","中國籍"
619,true,"Zhuang Hui","莊輝","Zhuang, Hui","莊, 輝","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
660,true,"Ho Fan","何藩","Fan, Ho","何藩","Individual","[""Artist""]","Hong Kong, born China. 1931–2016","香港，生於中國，1931–2016年","Male","男性",1931,2016,"Hong Kong","香港"
670,true,"Kuramata Design Office","梅田設計工作室","Kuramata Design Office","梅田設計工作室","Organization","[""Manufacturer""]","established Tokyo, 1965","1965年成立於東京","Not Applicable","Not Applicable",1965,,"Japanese","日本籍"
814,true,"Alan Fitch","Alan Fitch","Fitch, Alan","Fitch, Alan","Individual","[""Architect"",""Archive Creator"",""建築師"",""建檔者""]","British, 1921–1986","生於英國，1921–1986年","Male","男性",1921,1986,"British","英國籍"
815,true,"Isamu Noguchi","野口勇","Noguchi, Isamu","野口勇","Individual","[""Artist"",""藝術家""]","American, 1904–1988","美國籍，1904–1988年","Male","男性",1904,1988,"American","美國籍"
819,true,"Enokura Koji","榎倉康二","Koji, Enokura","榎倉康二","Individual","[""Artist""]","Japanese, 1942–1995","日本籍，1942–1995年","Male","男性",1942,1995,"Japanese","日本籍"
821,true,"Charlotte Perriand","夏洛特·佩里安","Perriand, Charlotte","夏洛特·佩里安","Individual","[""Designer"",""Artist"",""Author""]","French, 1903–1999","法國籍，1903–1999年","Female","女性",1903,1999,"French","法國籍"
823,true,"Ettore Sottsass","埃托雷‧索特薩斯","Sottsass, Ettore","埃托雷‧索特薩斯","Individual","[""Designer"",""Author"",""設計師""]","Italian, born Austria. 1917–2007","意大利籍，生於奧地利，1917–2007年","Male","男性",1917,2007,"Italian","意大利籍"
824,true,"Jerry Kwan","關晃","Kwan, Jerry","關,晃","Individual","[""Artist""]","Hong Kong, 1934–2008","香港，生於中國，1934–2008年","Male","男性",1934,2008,"Hong Kong","香港"
832,true,"Yayoi Kusama","草間彌生","Kusama, Yayoi","草間彌生","Individual","[""Artist""]","Japanese, born 1929","日本籍，生於1929年","Female","女性",1929,,"Japanese","日本籍"
843,true,"Heri Dono","赫里·多诺","Dono, Heri","赫里·多诺","Individual","[""Artist""]","Indonesian, born 1960","印尼籍，生於1960年","Male","男性",1960,,"Indonesian","印尼籍"
846,true,"WORK PTE LTD","WORK PTE LTD","WORK PTE LTD","WORK PTE LTD","Organization","[""Archive Creator"",""Design Firm"",""Artist"",""建檔者"",""設計師事務所""]","established Singapore, 1997","1997年成立於新加坡","Not Applicable","Not Applicable",1997,,"Singaporean","新加坡籍"
849,true,"Sopheap Pich","索皮·比","Pich, Sopheap","索皮·比","Individual","[""Artist""]","Cambodian, born 1971","柬埔寨籍，生於1971年","Male","男性",1971,,"Cambodian","柬埔寨籍"
850,true,"Ming Wong","黃漢明","Wong, Ming","黃漢明","Individual","[""Artist""]","Singaporean, born 1971","新加坡籍，生於1971年","Male","男性",1971,,"Singaporean","新加坡籍"
851,true,"Aisha Khalid","Aisha Khalid","Khalid, Aisha","Khalid, Aisha","Individual","[""Artist""]","Pakistani, born 1972","巴基斯坦籍，生於1972年","Female","女性",1972,,"Pakistani","巴基斯坦籍"
853,true,"Paul Chan","陳佩之","Chan, Paul","陳佩之","Individual","[""Artist""]","American, born Hong Kong, 1973","美國籍，1973年生於香港","Male","男性",1973,,"American","美國籍"
854,true,"Koon Wai Bong","管偉邦","Koon, Wai Bong","管偉邦","Individual","[""Artist""]","Hong Kong, born 1974","香港，生於1974年","Male","男性",1974,,"Hong Kong","香港"
858,true,"Hans Tan","陳彥翰","Tan, Hans","陳彥翰","Individual","[""Designer"",""設計師""]","Singaporean, born 1980","新加坡籍，生於1980年","Male","男性",1980,,"Singaporean","新加坡籍"
868,true,"Vo Trong Nghia Architects","武重義建築事務所","Vo Trong Nghia Architects","武重義建築事務所","Organization","[""Archive Creator"",""Architectural Firm"",""建檔者""]","established Ho Chi Minh City, 2006","2006年成立於胡志明市","Not Applicable","Not Applicable",2006,,"Vietnamese","越南籍"
869,true,"WOHA","WOHA建築事務所","WOHA","WOHA建築事務所","Organization","[""Architectural Firm""]","established Singapore, 1994","1994年成立於新加坡","Not Applicable","Not Applicable",1994,,"Singaporean","新加坡籍"
903,true,"Charles Lim","林育榮","Lim, Charles","林,育榮","Individual","[""Artist"",""藝術家""]","Singaporean, born 1973","新加坡籍，生於1973年","Male","男性",1973,,"Singaporean","新加坡籍"
904,true,"Ishimoto Yasuhiro","石元泰博","Ishimoto, Yasuhiro","石元泰博","Individual","[""Artist"",""Photographer""]","Japanese, born United States. 1921–2012","美國籍，生於美國，1921–2012年","Male","男性",1921,2012,"American","美國籍"
905,true,"Hsiao Chin","蕭勤","Hsiao, Chin","蕭勤","Individual","[""Artist""]","Taiwanese, born China, 1935","意大利籍，1935年生於中國上海","Male","男性",1935,,"Taiwanese","台灣籍"
912,true,"Anzai Shigeo","安斎重男","Anzai, Shigeo","安斎重男","Individual","[""Artist""]","Japanese, born 1939","日本籍，生於1939年","Male","男性",1939,,"Japanese","日本籍"
920,true,"Ha Chong-Hyun","河鍾賢","Ha, Chong-Hyun","河鍾賢","Individual","[""Artist""]","Korean, born 1935","韓國籍，生於1935年","Male","男性",1935,,"South Korean","南韓籍"
921,true,"Hung Fai","熊輝","Hung, Fai","Hung Fai","Individual","[""Artist""]","Hong Kong, born 1988","香港，生於1988年","Male","男性",1988,,"Hong Kong","香港"
922,true,"Kim Guiline","金麒麟","Guiline, Kim","金麒麟","Individual","[""Artist""]","Korean, born 1936","韓國籍，生於1936年","Male","男性",1936,,"South Korean","南韓籍"
923,true,"Lee Ufan","李禹煥","Lee, Ufan","李禹煥","Individual","[""Artist""]","Korean, born 1936","韓國籍，生於1936年","Male","男性",1936,,"South Korean","南韓籍"
926,true,"Park Seo-Bo","朴栖甫","Park, Seo-Bo","朴栖甫","Individual","[""Artist""]","Korean, born 1931","韓國籍，生於1931年","Male","男性",1931,,"South Korean","南韓籍"
927,true,"Qiu Deshu","邱德樹","Qiu, Deshu","邱德樹","Individual","[""Artist""]","Chinese, born 1948","中國籍，生於1948年","Male","男性",1948,,"Chinese","中國籍"
953,true,"Zheng Chongbin","鄭重賓","Zheng, Chongbin","鄭重賓","Individual","[""Artist""]","American, born China, 1961","美國籍，1961年生於中國","Male","男性",1961,,"American","美國籍"
963,true,"Le Corbusier","勒·柯比意","Le Corbusier","勒·柯比意","Individual","[""Designer""]","French, born Switzerland. 1887–1965","法國籍，生於瑞士，1887–1965年","Male","男性",1887,1965,"French","法國籍"
964,true,"Werner Bischof","沃納．比朔夫","Bischof, Werner","沃納．比朔夫","Individual","[""Artist"",""Archive Creator"",""建檔者""]","Swiss, 1916–1954","瑞士籍，1916–1954年","Male","男性",1916,1954,"Swiss","瑞士籍"
966,true,"Marc Riboud","馬克·呂布","Riboud, Marc","馬克·呂布","Individual","[""Artist""]","French, 1923–2016","法國籍，1923–2016年","Male","男性",1923,2016,"French","法國籍"
974,true,"Simryn Gill","西蒙瑞·吉爾","Gill, Simryn","西蒙瑞·吉爾","Individual","[""Artist""]","Singaporean, born 1959","新加坡籍，生於1959年","Female","女性",1959,,"Singaporean","新加坡籍"
980,true,"Isaac Julien","艾薩克．朱利安","Julien, Isaac","艾薩克．朱利安","Individual","[""Artist""]","British, born 1960","英國籍，生於1960年","Male","男性",1960,,"British","英國籍"
982,true,"Midi Z","趙德胤","Midi Z","趙德胤","Individual","[""Filmmaker""]","Taiwanese, born Myanmar, 1982","台灣籍，1982年生於緬甸","Male","男性",1982,,"Taiwanese","台灣籍"
983,true,"Yuan Goang-Ming","袁廣鳴","Yuan, Goang-Ming","袁,廣鳴","Individual","[""Artist""]","Taiwanese, born 1965","台灣籍，生於1965年","Male","男性",1965,,"Taiwanese","台灣籍"
1031,true,"Tanaami Keiichi","田名網敬一","Tanaami, Keiichi","田名網敬一","Individual","[""Artist"",""藝術家""]","Japanese, born 1936","日本籍，生於1936年","Male","男性",1936,,"Japanese","日本籍"
1033,true,"Tendo Co., Ltd.","株式會社 天童木工","Tendo Co., Ltd.","株式會社 天童木工","Organization","[""Maker"",""Manufacturer""]","established Tendo, 1940","1940年成立於天童","Not Applicable","Not Applicable",1940,,"Japanese","日本籍"
1044,true,"Trevor Yeung","楊沛鏗","Yeung, Trevor","楊沛鏗","Individual","[""Artist""]","Hong Kong, born China, 1988","香港，1988年生於中國","Male","男性",1988,,"Hong Kong","香港"
1062,true,"Ma Kelu","馬克鲁","Ma, Kelu","馬, 克鲁","Individual","[""Artist""]","Chinese, born 1954","中國籍，生於1954年","Male","男性",1954,,"Chinese","中國籍"
1077,true,"Fong Chung-Ray","馮鍾睿","Fong, Chung-Ray","Fong, Chung-Ray","Individual","[""Artist""]","American, born China, 1934","美國籍，1934年生於中國","Male","男性",1934,,"American","美國籍"
1094,true,"Hu Chi-chung","胡奇中","Hu, Chi-chung","Hu, Chi-chung","Individual","[""Artist""]","American, born China. 1927–2012","美國籍，生於中國，1927–2012年","Male","男性",1927,2012,"American","美國籍"
1097,true,"Han Hsiang-ning","韓湘寧","Han, Hsiang-ning","Han, Hsiang-ning","Individual","[""Artist""]","American, born China, 1939","美國籍，1939年生於中國","Male","男性",1939,,"American","美國籍"
1098,true,"Ku Fu-sheng","顧福生","Ku, Fu-sheng","顧福生","Individual","[""Artist""]","American, born China. 1935–2017","美國籍，生於中國，1935–2017年","Male","男性",1935,2017,"American","美國籍"
1099,true,"Terada Tekkojo, Ltd.","Terada Tekkojo, Ltd.","Terada Tekkojo, Ltd.","Terada Tekkojo, Ltd.","Organization","[""Manufacturer"",""製造商""]","established Japan, 20th century","20世紀成立於日本","Not Applicable","Not Applicable",1900,1999,"Japanese","日本籍"
1101,true,"Kidokoro Ubunji","城所右文次","Kidokoro, Ubunji","城所右文次","Individual","[""Designer""]","Japanese, 1910–1945","日本籍，1910–1945年","Male","男性",1910,1945,"Japanese","日本籍"
1103,true,"Balkrishna Vithaldas Doshi","巴克里希納·維塔爾達斯·多希","Doshi, Balkrishna Vithaldas","巴克里希納·維塔爾達斯·多希","Individual","[""Designer""]","Indian, born 1927","印度籍，生於1927年","Male","男性",1927,,"Indian","印度籍"
1110,true,"Lucien Hervé","呂西安・埃爾韋","Hervé, Lucien","呂西安・埃爾韋","Individual","[""Artist"",""Photographer""]","French, born Hungary. 1910–2007","法國籍，生於匈牙利，1910–2007年","Male","男性",1910,2007,"French","法國籍"
1112,true,"Pierre Jeanneret","皮耶‧江耐瑞","Jeanneret, Pierre","江耐瑞, 皮耶","Individual","[""Designer""]","Swiss, 1896–1967","瑞士籍，1896–1967年","Male","男性",1896,1967,"Swiss","瑞士籍"
1119,true,"Joana Preiss","Joana Preiss","Preiss, Joana","Preiss, Joana","Individual","[""Filmmaker""]","French, born 1972","法國籍，生於1972年","Female","女性",1972,,"French","法國籍"
1124,true,"Steven Holl","Steven Holl","Holl, Steven","Holl, Steven","Individual","[""Architect"",""Artist""]","American, born 1947","美國籍，生於1947年","Male","男性",1947,,"American","美國籍"
1142,true,"Kai Kee Mahjong","雞記麻雀耍樂","Kai Kee Mahjong","雞記麻雀耍樂","Organization","[""Commissioned by""]","established Hong Kong, 1933","1933年成立於香港","Not Applicable","Not Applicable",1933,,"Hong Kong","香港"
1151,true,"Nobuyoshi Araki","荒木經惟","Araki, Nobuyoshi","荒木經惟","Individual","[""Artist""]","Japanese, born 1940","日本籍，生於1940年","Male","男性",1940,,"Japanese","日本籍"
