"id","sortNumber","publicAccess","objectNumber","area","areaTC","category","categoryTC","archivalLevel","archivalLevelTC","title","titleTC","displayDate","displayDateTC","beginDate","endDate","dimension","dimensionTC","dimensionElement","dimensionUnit","dimensionWidth","dimensionHeight","dimensionDepth","medium","mediumTC","creditLine","creditLineTC","constituents","constituentsRole","constituentsRoleTC","images","colorPredominant","color-gray","color-white","color-black","color-orange","color-brown","color-blue","color-green","color-yellow","color-teal","color-red","color-pink","color-purple"
3459,"2012   336",true,"2012.336","Visual Art","視覺藝術","Photography","攝影",,,"VIP Room","貴賓室","2005","2005",2005,2005,"frame: 127 × 182 × 5 cm
sheet (sight): 120.3 × 175 cm
image (sight): 108.5 × 162.7 cm","連框: 127 × 182 × 5 厘米  紙本 （目測量度）: 120.3 × 175 厘米  圖像 （目測量度）: 108.5 × 162.7 厘米","frame","cm",182,127,5,"chromogenic colour print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[177]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#7D503B"",""value"":22.5},{""color"":""#3D2A24"",""value"":19.3},{""color"":""#2C2826"",""value"":11.1},{""color"":""#1F1D20"",""value"":10.8},{""color"":""#D4BAAE"",""value"":9.2},{""color"":""#BF8F74"",""value"":7.5},{""color"":""#E6E5E7"",""value"":5.8},{""color"":""#7B6A67"",""value"":4.6},{""color"":""#222524"",""value"":3.6},{""color"":""#E6E4E5"",""value"":1.8}]",13.8,7.6,44.8,7.5,22.5,0,0,0,0,0,0,0
3460,"2012   337",true,"2012.337","Visual Art","視覺藝術","Photography","攝影",,,"Corner Bonsai","角落盆栽","2006","2006",2006,2006,"frame: 95.2 × 130.8 cm
sheet (sight): 88.7 × 124.2 cm
image (sight): 74.2 × 110.1 cm","連框: 95.2 × 130.8 厘米  紙本 （目測量度）: 88.7 × 124.2 厘米  圖像 （目測量度）: 74.2 × 110.1 厘米","frame","cm",130.8,95.2,,"chromogenic colour print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[177]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#D3CBC9"",""value"":57.4},{""color"":""#926757"",""value"":16.3},{""color"":""#B38069"",""value"":6.2},{""color"":""#8F514C"",""value"":5.2},{""color"":""#D7D3D5"",""value"":3.5},{""color"":""#8B1522"",""value"":2.8},{""color"":""#786160"",""value"":2.2},{""color"":""#DCDCDB"",""value"":1.7}]",2.2,62.6,0,6.2,15.5,0,0,0,0,24.3,0,0
3462,"2012   453",true,"2012.453","Visual Art","視覺藝術","Installation","裝置藝術",,,"A Stick of Bamboo","一根竹竿","2011","2011",2011,2011,"overall: 300 × 7 cm
overall: 285.5 × 7 cm
overall: 78 × 7 cm
overall: 22.9 × 7 cm","300 × 7 厘米
285.5 × 7 厘米
78 × 7 厘米
22.9 × 7 厘米","overall",,,,,"gold phoebe (wood)","金絲楠木","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[220]","[""Artist""]","[""藝術家""]","[""Installation consisting of two lengths of gold phoebe wood which have been carved to resemble bamboo. The poles lean against a wall like an upside-down V with two shorter pieces of phoebe wood bamboo on the floor between them.""]","[{""color"":""#D0D0C9"",""value"":64.5},{""color"":""#766F63"",""value"":15},{""color"":""#C6C3BB"",""value"":13.9},{""color"":""#796445"",""value"":3.2}]",28.9,64.5,0,0,3.2,0,0,0,0,0,0,0
3463,"2012   520",true,"2012.520","Visual Art","視覺藝術","Painting","繪畫",,,"Blue Sky with No Clouds","萬里無雲","2010","2010",2010,2010,"overall: 350 × 300 cm","整體: 350 × 300 厘米","overall","cm",300,350,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[241]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#DBC9BA"",""value"":14.5},{""color"":""#C5D5D8"",""value"":10.4},{""color"":""#02151C"",""value"":6.4},{""color"":""#E3B928"",""value"":5.8},{""color"":""#E2E3D7"",""value"":5.7},{""color"":""#E6C65E"",""value"":4.8},{""color"":""#060F0D"",""value"":4.6},{""color"":""#D8DFD9"",""value"":4.2},{""color"":""#C8A58D"",""value"":3.4},{""color"":""#15242C"",""value"":3.2},{""color"":""#02120E"",""value"":2.9},{""color"":""#7A8090"",""value"":2.9},{""color"":""#C2B021"",""value"":2.7},{""color"":""#556880"",""value"":2.2},{""color"":""#435D72"",""value"":2},{""color"":""#B8BAC5"",""value"":2},{""color"":""#CEC255"",""value"":2},{""color"":""#6C8733"",""value"":1.9},{""color"":""#173116"",""value"":1.9},{""color"":""#617D17"",""value"":1.6},{""color"":""#0C2B0B"",""value"":1.6},{""color"":""#8B961B"",""value"":1.5},{""color"":""#8C9637"",""value"":0.8},{""color"":""#8C807C"",""value"":0.8},{""color"":""#456C31"",""value"":0.8},{""color"":""#6D7A82"",""value"":0.7},{""color"":""#34221E"",""value"":0.7},{""color"":""#9F9818"",""value"":0.7},{""color"":""#B5BD54"",""value"":0.6},{""color"":""#232928"",""value"":0.5}]",6.4,34.8,18.4,17.3,0,4.2,7.7,4.9,0,0,0,0
3464,"2012   621",true,"2012.621","Visual Art","視覺藝術","Painting","繪畫",,,"Strawberry","草莓","2010","2010",2010,2010,"overall: 167 × 113.8 cm","整體: 167 × 113.8 厘米","overall","cm",113.8,167,,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[308]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#29282A"",""value"":23},{""color"":""#262424"",""value"":22.2},{""color"":""#DAD9D9"",""value"":13.9},{""color"":""#CCCDCF"",""value"":8.8},{""color"":""#7E7D81"",""value"":7.4},{""color"":""#DADAD9"",""value"":6},{""color"":""#7B7979"",""value"":5.3},{""color"":""#D5D6D7"",""value"":4.1},{""color"":""#787678"",""value"":4},{""color"":""#D4D3D4"",""value"":2.6}]",16.7,35.3,45.2,0,3.3,0,0,0,0,0,0,0
3465,"2012   622",true,"2012.622","Visual Art","視覺藝術","Painting","繪畫",,,"Hey","嗨","2011","2011",2011,2011,"overall (approx.): 183.7 × 277 × 5.4 cm","整體 （約）: 183.7 × 277 × 5.4 厘米","overall","cm",277,183.7,5.4,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[308]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#252221"",""value"":34.5},{""color"":""#D1CECB"",""value"":32.8},{""color"":""#7C7472"",""value"":9.7},{""color"":""#1F1D1E"",""value"":7.6},{""color"":""#2D302F"",""value"":4.6},{""color"":""#CFCFCB"",""value"":1.8},{""color"":""#747A77"",""value"":1.7},{""color"":""#261C1A"",""value"":1.5},{""color"":""#70787A"",""value"":1.1}]",12.6,34.7,48.2,2.1,13.3,0,0,0,0,2.2,0,0
3466,"2012   663",true,"2012.663","Visual Art","視覺藝術","Sculpture","雕塑",,,"Untitled","無題","2010","2010",2010,2010,"overall: 35.2 × 15.5 × 15.8 cm","整體: 35.2 × 15.5 × 15.8 厘米","overall","cm",15.5,35.2,15.8,"acrylic on glass","塑膠彩、玻璃","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[316]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#EBEAE7"",""value"":42.3},{""color"":""#6B432D"",""value"":16.7},{""color"":""#EEEEEB"",""value"":15.5},{""color"":""#482D25"",""value"":14.2},{""color"":""#2F2929"",""value"":3.6},{""color"":""#2D2B2D"",""value"":3.3}]",30.7,57.8,6.9,0,16.7,0,0,0,0,14.2,0,0
3467,"2012   664",true,"2012.664","Visual Art","視覺藝術","Sculpture","雕塑",,,"Untitled","無題","2010","2010",2010,2010,"overall: 22.5 × 8 × 8 cm","整體: 22.5 × 8 × 8 厘米","overall","cm",8,22.5,8,"acrylic on glass","塑膠彩、玻璃","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[316]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#E9E9EB"",""value"":40.1},{""color"":""#E8EAEB"",""value"":28.3},{""color"":""#C3BFBA"",""value"":8.3},{""color"":""#877F75"",""value"":5.9},{""color"":""#BEBEB7"",""value"":2.7},{""color"":""#8C8C7E"",""value"":2.7},{""color"":""#403B37"",""value"":2.7},{""color"":""#857559"",""value"":2.2},{""color"":""#D8DAD8"",""value"":1.9},{""color"":""#D4D3D4"",""value"":0.8}]",19.7,71.1,2.7,4.4,2.2,0,0,0,0,17.7,0,0
3469,"2012   882",true,"2012.882","Visual Art","視覺藝術","Painting","繪畫",,,"You","你","2011","2011",2011,2011,"artist frame: 207.6 × 177 cm
overall: 200.3 × 170.4 cm","原框: 207.6 × 177 厘米
整體: 200.3 × 170.4 厘米","artist frame","cm",177,207.6,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[397]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#3D3428"",""value"":97.5}]",52.7,0,97.5,0,0,0,0,0,0,0,0,0
3470,"2012    37",true,"2012.37","Visual Art","視覺藝術","Painting","繪畫",,,"Existence No. 115","《有 No.115》","1985–1986","1985–1986",1985,1986,"overall: 200 × 480 × 3.3 cm","整體: 200 × 480 × 3.3 厘米","overall","cm",480,200,3.3,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong","M+ 希克藏品，香港","[578]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#323435"",""value"":38.9},{""color"":""#333336"",""value"":32.1},{""color"":""#40403E"",""value"":10.8},{""color"":""#CDCDC6"",""value"":9.3},{""color"":""#CDCAC2"",""value"":2.7},{""color"":""#706C65"",""value"":1.5}]",4.2,9.3,81.9,0,0,0,0,0,0,0,0,0
3471,"2012    42",true,"2012.42","Visual Art","視覺藝術","Installation","裝置藝術",,,"Brown Book No. 1","褐皮書一號","1988","1988",1988,1988,"frame: 55.8 × 68.8 × 3 cm
overall (closed envelope): 11.2 × 27.2 cm
each (glove): 11 × 26.2 cm","40.5 x 50.5 厘米 (每張照片)
11.5 x 27.5 厘米 (手套)","frame","cm",68.8,55.8,3,"latex, photo paper, paper, intaglio print, electrographic black and white print","乳膠、相紙、紙、版畫、黑白靜電影印","M+ Sigg Collection, Hong Kong","M+ 希克藏品，香港","[584]","[""Artist""]","[""藝術家""]","[""Nine monochrome photographs, two typed, formal letters, and a pair of latex gloves in a plexiglass case documenting a conceptual project in which the artist is shown mailing pairs of latex gloves with a colleague.""]","[{""color"":""#D0D1D4"",""value"":30},{""color"":""#D1D0CE"",""value"":25.8},{""color"":""#111110"",""value"":7.9},{""color"":""#8E8880"",""value"":7.6},{""color"":""#DDDFDE"",""value"":6.5},{""color"":""#D2D2CF"",""value"":4.7},{""color"":""#C5CACD"",""value"":3.4},{""color"":""#808789"",""value"":2.9},{""color"":""#343B38"",""value"":2.9},{""color"":""#828288"",""value"":2.3},{""color"":""#727A76"",""value"":1.8}]",18,66.9,10.8,0,0,0,0,0,0,0,0,0
3472,"2012    45",true,"2012.45","Visual Art","視覺藝術","Painting","繪畫",,,"Fusuijing Building","福綏境公寓","1975","1975",1975,1975,"sheet (sight): 25.1 × 18.6 cm","紙本 (目測量度): 25.1 × 18.6 厘米","frame","cm",41,48,3,"oil on paper","油彩紙本","M+ Sigg Collection, Hong Kong","M+ 希克藏品，香港","[588]","[""Artist""]","[""藝術家""]","[""Oil painting on paper, rendered in quick brushstrokes, depicting an off-white apartment building with a muted green park in the distance from the point of view of another building’s balcony.""]","[{""color"":""#9B9692"",""value"":20.7},{""color"":""#B5A69C"",""value"":19.5},{""color"":""#372B1B"",""value"":17.1},{""color"":""#7D8B7E"",""value"":11},{""color"":""#795C3D"",""value"":7.1},{""color"":""#7E8188"",""value"":5.8},{""color"":""#858D90"",""value"":4.9},{""color"":""#826144"",""value"":4.7},{""color"":""#969792"",""value"":3.1},{""color"":""#3C2B1C"",""value"":1.9}]",65.2,0,0,0,30.8,0,0,0,0,0,0,0
3473,"2012   242",true,"2012.242","Visual Art","視覺藝術","Installation","裝置藝術",,,"Mulan River Project","木蘭溪計畫","2008–2011","2008–2011",2008,2011,"dimensions variable","尺寸不一",,,,,,"mixed media installation","混合媒介裝置","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[144]","[""Artist""]","[""藝術家""]","[""Mixed Media Installation consisting of a room-sized, stylized landscape of natural and man-made structures, rendered in cardboard, wood, stacks of coverless books, and shredded paper. Illuminated with lamps and reading lights.""]","[{""color"":""#352315"",""value"":21.6},{""color"":""#7A6245"",""value"":21.6},{""color"":""#7D5A3A"",""value"":16.7},{""color"":""#3B2D1E"",""value"":14.7},{""color"":""#C39E73"",""value"":7.8},{""color"":""#C3B2A0"",""value"":5.5},{""color"":""#968679"",""value"":3.6},{""color"":""#140A03"",""value"":2.4},{""color"":""#B4885F"",""value"":1.7}]",9.1,0,2.4,9.5,74.6,0,0,0,0,0,0,0
3474,"2012   243",true,"2012.243","Visual Art","視覺藝術","Installation","裝置藝術",,,"Wrong Room No. 1","錯屋 第1號","2008–2011","2008–2011",2008,2011,"overall: 188 × 168.5 × 33 cm","整體: 188 × 168.5 × 33 厘米","overall","cm",168.5,188,33,"wood, paper, and Plexiglas","木、紙、有機玻璃","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[144]","[""Artist""]","[""藝術家""]","[""Installation consisting of a tall box on wheels, similar to an open shallow closet. Inside is a structure built with wooden slats and shingles, and a brown, black, and white painting of a rambling building.""]","[{""color"":""#C9CBCC"",""value"":21.1},{""color"":""#CFD0D2"",""value"":20.7},{""color"":""#6B6B6E"",""value"":9.9},{""color"":""#706D6B"",""value"":9.9},{""color"":""#1C1A1A"",""value"":6.3},{""color"":""#1F1F21"",""value"":6.3},{""color"":""#372A20"",""value"":4.4},{""color"":""#6D6B6C"",""value"":4.1},{""color"":""#69513C"",""value"":2.6},{""color"":""#BCBEBD"",""value"":2.4},{""color"":""#737475"",""value"":2.1},{""color"":""#BFBAB4"",""value"":1.6},{""color"":""#887259"",""value"":1},{""color"":""#1B1C1D"",""value"":1},{""color"":""#797976"",""value"":1},{""color"":""#060609"",""value"":0.6}]",52.1,20.7,18.7,0,3.7,0,0,0,0,0,0,0
3475,"2012   244",true,"2012.244","Visual Art","視覺藝術","Installation","裝置藝術",,,"Everyday Relationships","日常關係","2011","2011",2011,2011,"dimensions variable","尺寸不一",,,,,,"mixed media","混合媒介","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[144]","[""Artist""]","[""藝術家""]","[""Monochrome photograph from an installation of seven adults and eight children gathered together for a formal portrait. The print is tattered and creased at the edges.""]","[{""color"":""#332D2E"",""value"":23.5},{""color"":""#717480"",""value"":19.5},{""color"":""#35333A"",""value"":18.6},{""color"":""#89807F"",""value"":9},{""color"":""#B8BAC2"",""value"":8},{""color"":""#C5B8B3"",""value"":7.5},{""color"":""#7F777D"",""value"":3},{""color"":""#373D3F"",""value"":1.9},{""color"":""#ABB1B5"",""value"":1.7},{""color"":""#CEC4CC"",""value"":1.6},{""color"":""#7E8589"",""value"":1.3}]",51.6,0,43.9,0,0,0,0,0,0,0,0,0
3476,"2012    46",true,"2012.46","Visual Art","視覺藝術","Painting","繪畫",,,"Red Stop Sign","紅站牌","1974","1974",1974,1974,"sheet (sight): 17.4 × 24.5 cm","紙本 (目測量度): 17.4 × 24.5 厘米","frame","cm",49.5,41.5,3,"oil on paper","油彩紙本","M+ Sigg Collection, Hong Kong","M+ 希克藏品，香港","[588]","[""Artist""]","[""藝術家""]","[""Oil painting on paper depicting pale grey roads lined with muted brown trees. A round orange stop sign stands at a corner atop a red and white striped pole.""]","[{""color"":""#988C83"",""value"":71.8},{""color"":""#B0A192"",""value"":14.5},{""color"":""#8E7B65"",""value"":8},{""color"":""#8A7361"",""value"":4.6}]",86.3,0,0,0,12.6,0,0,0,0,0,0,0
3478,"2012  1409",true,"2012.1409","Visual Art","視覺藝術","Painting","繪畫",,,"Ping Pong","乒乓","2010","2011",2010,2010,"overall: 150 × 200 cm","整體: 150 × 200 厘米","overall","cm",200,150,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[601]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#3FBA01"",""value"":68.6},{""color"":""#0142C6"",""value"":8.2},{""color"":""#AF0101"",""value"":8.1},{""color"":""#A60100"",""value"":6.8},{""color"":""#37A201"",""value"":4}]",0,0,0,0,0,8.2,72.6,0,0,14.9,0,0
3479,"2012  1410",true,"2012.1410","Visual Art","視覺藝術","Painting","繪畫",,,"Ping Pong","乒乓","2010","2011",2010,2010,"overall: 150 × 199.8 cm","整體: 150 × 199.8 厘米","overall","cm",199.8,150,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[601]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#4AC503"",""value"":71.7},{""color"":""#0149C4"",""value"":13.4},{""color"":""#B40405"",""value"":7.8},{""color"":""#E0E7DF"",""value"":2},{""color"":""#DAE0E3"",""value"":1.4}]",0,3.5,0,0,0,13.4,71.7,0,0,7.8,0,0
3480,"2012   531",true,"2012.531","Visual Art","視覺藝術","Painting","繪畫",,,"In purity I silently reach for you...","在純潔裡我慢慢的追尋你","2011","2011",2011,2011,"dimensions variable","尺寸不一",,,,,,"mixed media installation consisting of seven ready-made objects","混合媒介裝置，由七件現成物件組成","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[249]","[""Artist""]","[""藝術家""]","[""Installation consisting of a public washroom with baby blue walls, a white sink, rectangular mirrors, and a single private stall.""]","[{""color"":""#83776F"",""value"":28.2},{""color"":""#CCC4BD"",""value"":20.5},{""color"":""#BEC6D2"",""value"":11.9},{""color"":""#B5C5D1"",""value"":11.6},{""color"":""#838790"",""value"":10},{""color"":""#858E92"",""value"":3.7},{""color"":""#6C5747"",""value"":3.5},{""color"":""#DFE2E1"",""value"":2.7},{""color"":""#483428"",""value"":2},{""color"":""#67543D"",""value"":1.3}]",86.1,2.7,0,0,6.9,0,0,0,0,0,0,0
3485,"2012  1095",true,"2012.1095","Visual Art","視覺藝術","Video","錄像",,,"Award Ceremony","頒獎典禮","2001","2001",2001,2001,"duration: 2 min. 40 sec.","影片長度: 2 分 40 秒","duration",,,,,"video","錄像","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[473]","[""Artist""]","[""藝術家""]","[""Video still. Dressed in a Mao suit, the artist poses for a formal portrait with three swimmers. Each swimmer wears a medal and holds a bouquet of flowers in front of his bare genitals.""]","[{""color"":""#7D4D0C"",""value"":21.7},{""color"":""#652F06"",""value"":9.6},{""color"":""#915D43"",""value"":7.3},{""color"":""#381502"",""value"":6.8},{""color"":""#8F6C36"",""value"":5.6},{""color"":""#2B7FDB"",""value"":5.5},{""color"":""#B98C74"",""value"":4.8},{""color"":""#4F8CDE"",""value"":4.8},{""color"":""#9CA1BC"",""value"":4.5},{""color"":""#4A536B"",""value"":3.1},{""color"":""#6C6F84"",""value"":3},{""color"":""#D4A410"",""value"":2.7},{""color"":""#412804"",""value"":2.6},{""color"":""#C7AAA0"",""value"":2.1},{""color"":""#3A3C46"",""value"":1.5},{""color"":""#2482DD"",""value"":1.3},{""color"":""#910E0C"",""value"":1.3},{""color"":""#2E3544"",""value"":1.1},{""color"":""#B40E09"",""value"":1},{""color"":""#B7986D"",""value"":0.9},{""color"":""#8D5252"",""value"":0.7},{""color"":""#C07C7D"",""value"":0.6},{""color"":""#39221A"",""value"":0.6},{""color"":""#3D331A"",""value"":0.6},{""color"":""#232F36"",""value"":0.6}]",0,0,3.1,10.5,54.2,22.2,0,0,0,4.2,0,0
3486,"2012   769",true,"2012.769","Visual Art","視覺藝術","Installation","裝置藝術",,,"The Miracle of $132.30","$132.30 的神蹟","2009","2009",2009,2009,"dimensions variable","尺寸不一",,,,,,"various materials","various materials","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[]","[]","[]","[""Several grocery items sit on display beside a receipt written in Chinese. When the second character on each line is read vertically, the receipt spells out bible verse John 3:15: 'that everyone who believes in Him may have eternal life'.""]","[{""color"":""#CABDBA"",""value"":37.2},{""color"":""#33302D"",""value"":12.8},{""color"":""#1D2021"",""value"":11.8},{""color"":""#797F8E"",""value"":10.3},{""color"":""#837773"",""value"":10.3},{""color"":""#232427"",""value"":3.7},{""color"":""#9BA1B2"",""value"":3.1},{""color"":""#0A0B0F"",""value"":3},{""color"":""#151A1D"",""value"":2.4},{""color"":""#847049"",""value"":0.8}]",60.9,0,33.6,0,0.8,0,0,0,0,0,0,0
3487,"2012    72",true,"2012.72","Visual Art","視覺藝術","Photography","攝影",,,"New York 1983 - 1993","紐約1983-1993","1983–1993","1983–1993",1983,1993,"frame (each): 83.7 × 83.7 × 3 cm","框架 (各): 83.7 × 83.7 × 3 厘米","frame","cm",83.7,83.7,3,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[97]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#0F0F0F"",""value"":60.9},{""color"":""#888888"",""value"":27.4},{""color"":""#C0C0C0"",""value"":11.8}]",39.1,0,60.9,0,0,0,0,0,0,0,0,0
3488,"2012   802",true,"2012.802","Visual Art","視覺藝術","Photography","攝影",,,"The Miniature Long March Site 3","微型長征第三號","2002","2002",2002,2002,"frame: 177.6 × 133.1 × 2.2 cm
image (sight): 164.6 × 119.5 cm","連框: 177.6 × 133.1 × 2.2 厘米  圖像 （目測量度）: 164.6 × 119.5 厘米","frame","cm",133.1,177.6,2.2,"chromogenic colour print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[373]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#202330"",""value"":48.2},{""color"":""#C39473"",""value"":22.2},{""color"":""#8D5C3A"",""value"":14},{""color"":""#17161B"",""value"":6},{""color"":""#40231C"",""value"":2.2},{""color"":""#CDD0D1"",""value"":1.7},{""color"":""#CBCCD0"",""value"":1.1}]",0,2.8,54.2,22.2,14,0,0,0,0,2.2,0,0
3489,"2012  1411",true,"2012.1411","Visual Art","視覺藝術","Painting","繪畫",,,"One Tiger with eight Breasts","一虎八奶","2011","2011",2011,2011,"overall: 250 × 300 cm","整體: 250 × 300 厘米","overall","cm",300,250,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[601]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#2C2827"",""value"":59.9},{""color"":""#837170"",""value"":11},{""color"":""#BEB1AE"",""value"":8.7},{""color"":""#2E2D30"",""value"":7.9},{""color"":""#332724"",""value"":6},{""color"":""#333534"",""value"":1.9}]",19.7,0,75.7,0,0,0,0,0,0,0,0,0
3491,"2012   305",true,"2012.305","Visual Art","視覺藝術","Painting","繪畫",,,"How to Relax on the Plateau—Milk an Ewe","高原生活指南：如何在高原放鬆自己——擠羊奶","2007","2007",2007,2007,"overall: 180.5 × 216.5 × 5.5 cm","整體: 180.5 × 216.5 × 5.5 厘米","overall","cm",216.5,180.5,5.5,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[171]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#50A09E"",""value"":29.6},{""color"":""#6AB3B1"",""value"":12.1},{""color"":""#AEC861"",""value"":11},{""color"":""#C9D16D"",""value"":9.2},{""color"":""#57A1A2"",""value"":7.4},{""color"":""#D8DCBB"",""value"":4.6},{""color"":""#CDC8C5"",""value"":4.1},{""color"":""#6AB0B1"",""value"":3.7},{""color"":""#80A7D5"",""value"":3.2},{""color"":""#D6D471"",""value"":1.9},{""color"":""#A9B819"",""value"":1.6},{""color"":""#7A9D36"",""value"":1.5},{""color"":""#B5B9C9"",""value"":1},{""color"":""#AFC3C6"",""value"":0.9},{""color"":""#8C9F09"",""value"":0.9},{""color"":""#E6A204"",""value"":0.8},{""color"":""#7A9717"",""value"":0.8},{""color"":""#9B9893"",""value"":0.8}]",6.8,0,0,0.8,0,0,14.3,17.3,56.1,0,0,0
3492,"2012   306",true,"2012.306","Visual Art","視覺藝術","Painting","繪畫",,,"How to Relax on the Plateau—Complicated Graphic Change No. 3","高原生活指南：複雜圖形變換聯繫第3號","2008","2008",2008,2008,"overall: 167.5 × 159.6 × 3.5 cm","整體: 167.5 × 159.6 × 3.5 厘米","overall","cm",159.6,167.5,3.5,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[171]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#6DABC2"",""value"":52.8},{""color"":""#448195"",""value"":23.9},{""color"":""#ADD2DC"",""value"":8.3},{""color"":""#67B6BE"",""value"":5.6},{""color"":""#338391"",""value"":4.1},{""color"":""#426399"",""value"":3}]",0,0,0,0,0,3,0,0,94.8,0,0,0
3493,"2012   307",true,"2012.307","Visual Art","視覺藝術","Painting","繪畫",,,"How to Relax on the Plateau—Add Blue to Green. Feeling Serious and Seasoned","高原生活指南：往綠里加藍，感覺莊重老練","2008","2008",2008,2008,"overall: 30 × 61 × 4 cm","整體: 30 × 61 × 4 厘米","overall","cm",61,30,4,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[171]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#40777C"",""value"":47.1},{""color"":""#386778"",""value"":37.3},{""color"":""#DBDADA"",""value"":3.7},{""color"":""#48A0A0"",""value"":3.6},{""color"":""#DDDDDE"",""value"":2.1},{""color"":""#CED3D4"",""value"":1.6}]",6.3,7.5,20.4,0,0,0,0,0,88,0,0,0
3494,"2012   308",true,"2012.308","Visual Art","視覺藝術","Painting","繪畫",,,"How to Relax on the Plateau—The Story of an Art Lover No. 7","高原生活指南：一個美術愛好者的故事第7號","2008","2008",2008,2008,"overall: 100 × 70.3 cm","整體: 100 × 70.3 厘米","overall","cm",70.3,100,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[171]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#918534"",""value"":31.8},{""color"":""#B59F42"",""value"":10.9},{""color"":""#917F3E"",""value"":10.6},{""color"":""#B1A042"",""value"":7.1},{""color"":""#9E8B23"",""value"":6.4},{""color"":""#BDBAA4"",""value"":6.4},{""color"":""#C1BBA6"",""value"":6},{""color"":""#B39928"",""value"":4.8},{""color"":""#9D8622"",""value"":4},{""color"":""#8F9279"",""value"":3.3},{""color"":""#726D67"",""value"":3.2},{""color"":""#B19B28"",""value"":1.7}]",15.5,0,0,34.9,42.4,0,3.3,14.8,0,0,0,0
3495,"2012   309",true,"2012.309","Visual Art","視覺藝術","Painting","繪畫",,,"How to Relax on the Plateau—How to Use Wool Shears No. 3","高原生活指南：如何使用羊毛剪刀第3號","2008","2008",2008,2008,"frame: 42.5 × 42.5 × 3 cm
image (sight): 30 × 30 cm","連框: 42.5 × 42.5 × 3 厘米  圖像 （目測量度）: 30 × 30 厘米","frame","cm",42.5,42.5,3,"ink on paper","水墨紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[171]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#D8D1BB"",""value"":80.2},{""color"":""#D5D4CF"",""value"":14.1},{""color"":""#85827F"",""value"":2.2}]",2.2,94.4,0,0,0,0,0,0,0,0,0,0
